Nodo,Categoría,Ubicación,Agrupación,Fecha,Hora,Etiqueta,"Luminosida (lux)"
"Test Node 2","Agricultura Inteligente","Campus Central ULEAM (Manta)","1 hora","2026-08-06","19:00:00-05:00","19:00:00 - 19:59:59",5.9
